A Greener Future Data 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,43.567594,-79.561167,A.E. Crookes Park,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,50,2,0,0,4,10,3,0,24,14,3,18,10,14,0,11,2,9,2,1,0,1,30,8,33,1,13,2,0,265
,2016,43.56273,-79.5593,Lakefront Promenade,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,75,1,0,0,6,4,2,0,15,14,3,20,13,15,0,10,2,9,2,3,0,0,11,6,20,2,14,3,0,250
,2016,43.552402,-79.708962,John C. Pallet Park,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,507,11,1,0,7,15,3,0,75,20,7,5,3,26,1,4,0,9,0,3,8,2,0,17,145,2,2,5,0,878
,2016,43.51376,-79.643277,Sheridan Creek Trail,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,275,21,4,0,11,13,0,0,85,16,0,10,3,6,10,10,4,17,2,2,0,2,1,65,45,8,95,13,0,718
,2016,43.716429,-79.632184,Malton Greenway,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,1260,17,1,0,43,22,0,0,112,7,9,24,2,10,20,7,0,23,8,1,0,2,0,96,116,20,17,5,0,1822
,2016,43.606612,-79.662327,Crooksville Creek,Mississauga,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,24,10,0,0,2,9,0,0,55,1,5,5,0,4,2,1,0,3,0,2,1,6,1,59,44,1,5,9,0,249
,2016,43.58424,-79.541822,Marie Curtis Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,54,2,1,0,0,2,0,0,19,5,11,3,1,0,0,7,0,5,4,2,7,6,1,821,10,6,92,58,0,1117
,2016,43.588108,-79.533728,Len Ford Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,631,29,0,0,18,13,1,0,101,29,6,37,13,3,10,13,2,12,1,5,5,21,2,166,73,6,1300,13,0,2510
,2016,43.591868,-79.510845,Colonel Sam Smith Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,6,3,0,0,0,3,2,0,24,1,15,3,1,1,2,1,1,11,2,5,2,1,0,448,67,1,11,8,0,619
,2016,43.588179,-79.529523,Long Branch Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,244,5,0,0,12,12,0,0,30,5,5,13,0,0,3,5,0,5,3,0,3,12,0,98,42,1,326,7,0,831
,2016,43.593724,-79.505958,Rotary Peace Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,0,4,0,0,6,8,0,0,16,8,0,0,1,2,1,10,2,3,1,1,2,22,2,17,12,0,7,8,0,133
,2016,43.598328,-79.498322,Prince of Wales Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,320,14,0,0,2,6,8,0,34,9,6,11,0,6,3,37,1,9,0,1,7,4,0,55,55,7,154,13,0,762
,2016,43.613175,-79.486961,Amos Waites Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,37,14,2,0,17,23,4,0,92,10,23,10,4,6,7,18,1,42,6,2,1,6,0,165,75,5,33,29,0,632
,2016,43.621565,-79.474,Humber Bay Park East,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,60,3,0,0,6,16,2,0,21,6,7,11,3,10,3,13,5,9,3,5,3,4,0,101,43,19,177,18,0,548
,2016,43.637327,-79.456527,Sunnyside Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,742,2,1,0,0,1,0,0,114,2,29,11,2,2,9,0,0,17,7,4,1,12,0,126,142,18,126,25,0,1393
,2016,43.636607,-79.451422,Budapest Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,172,0,0,0,0,1,0,0,28,0,23,3,0,0,6,0,0,3,1,1,1,0,0,185,29,5,18,0,0,476
,2016,43.638504,-79.341729,Cherry Beach,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,355,4,0,0,2,4,0,0,66,1,23,9,1,1,27,0,2,17,6,11,2,8,0,103,98,21,15,15,0,791
,2016,43.658953,-79.307731,Ashbridges Bay,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,355,3,0,0,1,4,2,0,42,8,44,8,2,6,5,4,1,22,2,5,6,6,0,68,53,0,29,8,0,684
,2016,43.658953,-79.307731,Ashbridges Bay,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,0,8,0,0,1,2,1,0,45,2,2,4,0,3,0,1,0,7,0,3,1,8,0,23,49,0,3,1,0,164
,2016,43.665984,-79.297092,Beaches Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,53,6,2,0,9,4,3,0,55,9,12,11,5,13,2,14,0,33,5,7,5,0,0,73,52,3,9,9,0,394
,2016,43.703045,-79.236618,Bluffers Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,0,5,1,0,4,6,0,0,34,6,6,11,8,3,2,12,0,9,2,2,7,11,0,57,98,40,12,8,0,344
,2016,43.723664,-79.221386,Cudia Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,85,5,0,0,0,12,2,0,62,3,8,5,3,1,15,3,1,7,2,0,0,2,0,75,104,21,5,11,0,432
,2016,43.729905,-79.213768,Sylvan Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,335,46,0,0,0,17,4,0,79,6,21,18,3,3,81,2,4,18,2,10,1,15,0,115,162,21,14,12,0,989
,2016,43.7470585,-79.1880309,Guild Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,100,9,0,0,2,10,5,0,55,8,6,10,6,9,2,7,1,9,4,7,1,25,0,32,70,78,7,8,0,471
,2016,43.754314,-79.175519,Grey Abbey Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,139,0,0,0,2,6,0,0,38,0,2,3,0,0,6,1,0,7,0,0,0,1,0,33,46,155,0,10,0,449
,2016,43.759448,-79.153379,East Point Park,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,144,7,0,0,0,2,0,0,22,11,1,9,7,3,3,3,1,3,1,0,0,0,0,15,49,2,420,12,0,715
,2016,43.794023,-79.11742,Rouge Beach,Toronto,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,242,3,1,0,1,1,0,0,27,12,7,42,3,4,22,3,2,10,0,0,0,0,6,36,34,0,24,13,0,493
,2016,43.798636,-79.110922,Petticoat Creek Conservation Area,Pickering,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,119,9,3,0,19,18,0,0,83,37,37,10,5,6,28,20,8,6,3,1,4,4,0,121,75,8,184,15,0,823
,2016,43.811022,-79.094818,Frenchman's Bay,Pickering,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,434,13,0,0,4,5,2,0,28,17,17,9,53,4,45,7,6,7,5,3,3,2,0,61,129,1,15,3,0,873
,2016,43.812268,-79.078329,Beachfront Park,Pickering,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,570,8,0,0,1,4,1,0,136,4,23,1,1,1,14,2,1,8,0,14,1,3,4,126,71,16,76,6,0,1092
,2016,,,,,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,300,18,0,0,2,4,1,0,25,10,8,19,5,28,4,5,0,10,6,5,2,0,0,13,60,0,6,0,0,531
,2016,43.813771,-79.074063,Alex Robertson Park,Pickering,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,116,6,0,0,4,5,0,0,88,5,16,5,5,1,24,10,4,11,7,8,2,14,0,97,70,5,63,195,0,761
,2016,43.816643,-79.03187,Rotary Park,Ajax,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,185,12,0,0,1,5,0,0,115,18,57,7,3,3,5,4,1,19,3,11,6,3,2,175,71,15,288,11,0,1020
,2016,43.816054,-79.024886,Lions Point Park,Ajax,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,356,1,0,0,0,2,0,0,10,0,6,0,1,0,2,1,0,1,0,0,1,1,14,30,108,1,3,25,0,563
,2016,43.820878,-79.012257,Veterans Point,Ajax,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,120,4,1,0,3,3,0,0,21,10,5,5,2,0,0,3,1,3,1,5,3,1,0,18,10,1,6,3,0,229
,2016,43.827301,-78.994831,Paradise Beach,Ajax,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,700,1,0,0,0,2,1,0,26,7,14,6,2,2,2,2,0,11,11,2,0,12,0,86,45,7,78,5,0,1022
,2016,43.819922,43.819922,Ajax Waterfont Lakeside Park,Ajax,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,18,9,1,0,0,4,0,0,46,5,55,4,0,1,3,6,1,4,2,7,1,5,3,86,41,5,109,5,0,421
,2016,43.850557,-78.922561,Heydenshore Kiwanis Park,Whitby,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,411,18,0,0,2,20,0,0,338,12,117,15,3,9,17,5,2,42,21,23,14,21,4,545,317,15,153,26,0,2150
,2016,43.853226,-78.884759,Intrepid Park,Whitby,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,50,2,0,0,3,9,0,0,16,22,11,5,4,1,2,3,0,4,2,4,2,5,0,64,17,2,40,3,0,271
,2016,43.853114,-78.967031,Lynde Shores,Whitby,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,74,1,0,0,0,2,0,0,39,2,2,3,3,1,0,0,0,4,0,5,0,2,0,11,27,0,1,1,0,178
,2016,43.853586,-78.874197,Lake Front West Park,Oshawa,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,178,10,0,0,1,2,0,0,52,0,3,1,1,0,0,0,0,2,0,0,4,0,0,45,59,1,8,11,0,378
,2016,43.852833,-78.862573,Renaissance Park,Oshawa,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,52,1,2,0,1,2,0,0,23,11,13,1,2,0,3,3,0,7,0,8,1,5,2,40,7,6,202,19,0,411
,2016,43.857161,-78.842967,Stone Street Park,Oshawa,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,301,17,0,0,1,6,0,0,78,2,16,4,0,4,9,5,2,10,3,4,4,7,1,101,100,39,107,9,0,830
,2016,,,Lakewoods Park,Oshawa,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,156,2,0,0,3,22,0,0,25,6,2,2,0,1,0,5,1,0,0,3,0,4,0,31,24,0,3,3,0,293
,2016,43.860059,-78.830811,Lakeview Park,Oshawa,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,78,8,7,0,3,16,3,0,61,23,355,15,0,3,32,37,2,72,34,33,5,21,4,679,105,78,185,77,0,1936
,2016,43.869548,-78.785219,Darlington Provincial Park,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,13,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,4,0,2,1,2,0,34,0,0,2,2,0,68
,2016,43.868492,-78.759865,Courtice Road Beach,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,70,9,0,0,1,9,2,0,66,19,17,16,8,12,8,26,0,24,4,13,3,16,2,111,167,13,332,30,0,978
,2016,43.895552,-78.578003,Port of Newcastle,Clarington,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,151,7,3,0,0,0,0,0,19,13,10,6,2,3,3,36,0,7,1,3,13,26,0,62,21,2,17,8,0,413
,2016,43.955619,-78.186565,Monk's Cove Park,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,144,6,0,0,13,15,0,0,56,15,3,12,4,2,1,26,0,16,1,2,1,2,0,85,82,40,11,17,0,554
,2016,43.957025,-78.163743,Cobourg Beach,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,1612,9,1,0,1,4,1,0,271,12,49,10,6,1,14,6,2,32,26,29,13,12,1,290,327,11,37,17,0,2794
,2016,43.958249,-78.128762,Lucas Point Park,Cobourg,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,28,3,0,0,0,1,0,0,17,2,0,2,1,0,0,3,0,2,0,1,0,6,0,49,20,0,7,3,0,145
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,38,2,0,0,1,4,0,0,78,1,9,0,1,2,1,0,0,9,0,8,10,3,0,147,33,0,13,2,0,362
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,0,0,0,0,0,2,0,0,8,2,0,0,1,4,0,2,0,3,4,2,1,2,0,15,4,2,2,1,0,55
,2016,44.004491,-77.740356,Presqu'ile Park,Brighton,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,35,2,0,0,0,1,0,0,42,2,3,1,2,0,1,2,0,3,1,5,2,1,0,39,31,0,5,5,0,183
,2016,43.944839,-78.289438,East Beach,Port Hope,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,800,1,0,0,0,0,0,0,21,0,1,0,1,0,4,0,1,3,1,2,0,1,0,22,22,0,3,1,0,884
,2016,43.941573,-78.2994,West Beach,Port Hope,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,410,10,0,0,1,0,0,0,21,0,1,0,0,0,4,0,0,3,1,0,0,2,0,22,39,0,2,2,0,518
,2016,43.949443,-77.339512,Wellington Rotary Beach,Prince Edward,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,23,2,0,0,0,0,0,0,12,0,4,1,0,0,0,0,0,7,0,6,0,0,0,76,13,1,3,9,0,157
,2016,44.183207,-76.773525,Centennial Park,Bath,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,156,2,0,0,0,0,0,0,46,2,4,2,1,0,3,3,0,8,0,1,0,2,0,14,27,0,3,0,0,274
,2016,44.215816,-76.65488,Fairfield Park,Amherstview,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,240,9,0,0,0,2,0,0,10,1,6,3,0,2,0,1,0,5,1,0,1,0,0,16,21,0,4,12,0,334
,2016,44.216599,-76.530623,Lake Ontario Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,467,8,2,0,13,15,0,0,100,4,27,21,5,7,6,8,0,27,2,20,20,24,1,306,118,54,229,23,0,1507
,2016,44.221928,-76.498562,Breakwater Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,963,4,1,0,1,2,1,0,94,5,41,6,3,0,15,4,0,12,1,16,10,15,0,335,71,37,245,20,0,1902
,2016,44.222146,-76.490677,MacDonald Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,2988,28,0,0,5,15,3,0,143,11,34,29,2,10,7,5,5,34,7,16,11,28,1,156,248,10,33,7,0,3836
,2016,44.238119,-76.48053,Douglas Fluhrer Park,Kingston,Ontario,Canada,,GLGCF,Love Your Lake,Rochelle Byrne,,,1726,58,2,0,25,31,11,0,212,14,42,28,10,11,48,16,6,30,9,17,14,39,1,259,343,46,21,21,0,3040
,2016,43.616181,-79.373648,Toronto Island,Toronto,Ontario,Canada,,,,Rochelle Byrne,,,619,1,0,0,6,5,1,0,92,24,15,10,3,1,8,10,3,14,3,7,0,2,0,77,128,15,54,7,0,1105
,"October 1, 2016",44.302657,-78.317232,Millennium Park,Peterborough,Ontario,Canada,,,,Rochelle Byrne,,,1217,52,2,0,21,30,19,0,216,20,13,26,5,27,8,18,4,19,3,14,4,2,4,73,322,13,17,12,0,2161
,"October 29, 2016",43.871571,-78.947327,Henry Street High School,Whitby,Ontario,Canada,"102920161, 102920162, 102920163, 102920164",,,Rochelle Byrne,1,"unopened candy, a fluorine magnet, a broken bong",186,1,0,0,0,3,4,0,81,13,9,11,2,5,1,3,0,11,4,2,0,4,0,14,15,129,4,1,0,503
,,,,,,,,,,,,37,,155860,853,86,0,413,799,156,0,6264,1015,3047,1029,390,527,664,813,131,2323,380,666,310,697,135,15905,6889,1178,8598,1610,2,210740